Publikationsjahr	Indikator_Nr	jahr_num	jahr_char	Wert	Indikator_Label	Indikator_Name	Wohnviertel_id	Wohnviertel	Rang
2017	3	2016	2016	0.4180783116	Anteil&nbsp;Personen&nbsp;ohne Religionszugehörigkeit	Anteilkonfessionslose	18	Klybeck	2
2017	3	2016	2016	0.391289319	Anteil&nbsp;Personen&nbsp;ohne Religionszugehörigkeit	Anteilkonfessionslose	19	Kleinhüningen	1
2017	3	2016	2016	0.4744059807	Anteil&nbsp;Personen&nbsp;ohne Religionszugehörigkeit	Anteilkonfessionslose	20	Riehen	9
2017	3	2016	2016	0.4571428571	Anteil&nbsp;Personen&nbsp;ohne Religionszugehörigkeit	Anteilkonfessionslose	30	Bettingen	6
2017	6	2016	2016	0.2827663134	Altersquotient	Altersquotient	1	Altstadt Grossbasel	9
2017	6	2016	2016	0.3679706601	Altersquotient	Altersquotient	2	Vorstädte	15
2017	6	2016	2016	0.3513671589	Altersquotient	Altersquotient	3	Am Ring	14
2017	6	2016	2016	0.3458501491	Altersquotient	Altersquotient	4	Breite	12
2017	6	2016	2016	0.4835733938	Altersquotient	Altersquotient	5	St. Alban	20
2017	6	2016	2016	0.2185565454	Altersquotient	Altersquotient	6	Gundeldingen	4
2017	6	2016	2016	0.4294129197	Altersquotient	Altersquotient	7	Bruderholz	18
2017	6	2016	2016	0.3730717018	Altersquotient	Altersquotient	8	Bachletten	16
2017	6	2016	2016	0.3477246208	Altersquotient	Altersquotient	9	Gotthelf	13
2017	6	2016	2016	0.2541942505	Altersquotient	Altersquotient	10	Iselin	6
2017	6	2016	2016	0.2264596958	Altersquotient	Altersquotient	11	St. Johann	5
2017	6	2016	2016	0.2695800227	Altersquotient	Altersquotient	12	Altstadt Kleinbasel	7
2017	6	2016	2016	0.3241017964	Altersquotient	Altersquotient	13	Clara	11
2017	6	2016	2016	0.2857904559	Altersquotient	Altersquotient	14	Wettstein	10
2017	6	2016	2016	0.4339984651	Altersquotient	Altersquotient	15	Hirzbrunnen	19
2017	6	2016	2016	0.1183767872	Altersquotient	Altersquotient	16	Rosental	1
2017	6	2016	2016	0.1725466165	Altersquotient	Altersquotient	17	Matthäus	2
2017	6	2016	2016	0.2058579144	Altersquotient	Altersquotient	18	Klybeck	3
2017	6	2016	2016	0.2806629834	Altersquotient	Altersquotient	19	Kleinhüningen	8
2017	6	2016	2016	0.4871772275	Altersquotient	Altersquotient	20	Riehen	21
2017	6	2016	2016	0.423580786	Altersquotient	Altersquotient	30	Bettingen	17
2017	7	2016	2016	0.3219944082	Anteil&nbsp;Sesshafte	Anteilsesshafte	1	Altstadt Grossbasel	7
2017	7	2016	2016	0.2751891677	Anteil&nbsp;Sesshafte	Anteilsesshafte	2	Vorstädte	2
2017	7	2016	2016	0.3076563522	Anteil&nbsp;Sesshafte	Anteilsesshafte	3	Am Ring	5
2017	7	2016	2016	0.3446732319	Anteil&nbsp;Sesshafte	Anteilsesshafte	4	Breite	12
2017	7	2016	2016	0.345356094	Anteil&nbsp;Sesshafte	Anteilsesshafte	5	St. Alban	13
2017	7	2016	2016	0.3108945501	Anteil&nbsp;Sesshafte	Anteilsesshafte	6	Gundeldingen	6
2017	7	2016	2016	0.4206125109	Anteil&nbsp;Sesshafte	Anteilsesshafte	7	Bruderholz	18
2017	7	2016	2016	0.4221253969	Anteil&nbsp;Sesshafte	Anteilsesshafte	8	Bachletten	19
2017	7	2016	2016	0.3571741992	Anteil&nbsp;Sesshafte	Anteilsesshafte	9	Gotthelf	16
2017	7	2016	2016	0.3278383887	Anteil&nbsp;Sesshafte	Anteilsesshafte	10	Iselin	10
2017	7	2016	2016	0.3223363981	Anteil&nbsp;Sesshafte	Anteilsesshafte	11	St. Johann	8
2017	7	2016	2016	0.2752403846	Anteil&nbsp;Sesshafte	Anteilsesshafte	12	Altstadt Kleinbasel	3
2017	7	2016	2016	0.3248439451	Anteil&nbsp;Sesshafte	Anteilsesshafte	13	Clara	9
2017	7	2016	2016	0.3549929178	Anteil&nbsp;Sesshafte	Anteilsesshafte	14	Wettstein	15
2017	7	2016	2016	0.4053087757	Anteil&nbsp;Sesshafte	Anteilsesshafte	15	Hirzbrunnen	17
2017	7	2016	2016	0.208028083	Anteil&nbsp;Sesshafte	Anteilsesshafte	16	Rosental	1
2017	7	2016	2016	0.2919266402	Anteil&nbsp;Sesshafte	Anteilsesshafte	17	Matthäus	4
2017	7	2016	2016	0.3419883366	Anteil&nbsp;Sesshafte	Anteilsesshafte	18	Klybeck	11
2017	7	2016	2016	0.3515381956	Anteil&nbsp;Sesshafte	Anteilsesshafte	19	Kleinhüningen	14
2017	7	2016	2016	0.4324555974	Anteil&nbsp;Sesshafte	Anteilsesshafte	20	Riehen	21
2017	7	2016	2016	0.4260504202	Anteil&nbsp;Sesshafte	Anteilsesshafte	30	Bettingen	20
2017	8	2016	2016	0.1372002231	Jugendquotient	Jugendquotient	1	Altstadt Grossbasel	1
2017	8	2016	2016	0.1668704156	Jugendquotient	Jugendquotient	2	Vorstädte	3
2017	8	2016	2016	0.2181605498	Jugendquotient	Jugendquotient	3	Am Ring	6
2017	8	2016	2016	0.2221442358	Jugendquotient	Jugendquotient	4	Breite	9
2017	8	2016	2016	0.2798187409	Jugendquotient	Jugendquotient	5	St. Alban	14
2017	8	2016	2016	0.2068548996	Jugendquotient	Jugendquotient	6	Gundeldingen	5
2017	8	2016	2016	0.3785588062	Jugendquotient	Jugendquotient	7	Bruderholz	21
2017	8	2016	2016	0.2980377638	Jugendquotient	Jugendquotient	8	Bachletten	16
2017	8	2016	2016	0.2478413069	Jugendquotient	Jugendquotient	9	Gotthelf	10
2017	8	2016	2016	0.2586378888	Jugendquotient	Jugendquotient	10	Iselin	12
2017	8	2016	2016	0.2515956189	Jugendquotient	Jugendquotient	11	St. Johann	11
2017	8	2016	2016	0.1469920545	Jugendquotient	Jugendquotient	12	Altstadt Kleinbasel	2
2017	8	2016	2016	0.181511976	Jugendquotient	Jugendquotient	13	Clara	4
2017	8	2016	2016	0.219941349	Jugendquotient	Jugendquotient	14	Wettstein	7
2017	8	2016	2016	0.336914812	Jugendquotient	Jugendquotient	15	Hirzbrunnen	19
2017	8	2016	2016	0.2592514718	Jugendquotient	Jugendquotient	16	Rosental	13
2017	8	2016	2016	0.222008229	Jugendquotient	Jugendquotient	17	Matthäus	8
2017	8	2016	2016	0.2901952638	Jugendquotient	Jugendquotient	18	Klybeck	15
2017	8	2016	2016	0.317679558	Jugendquotient	Jugendquotient	19	Kleinhüningen	18
2017	8	2016	2016	0.3636203402	Jugendquotient	Jugendquotient	20	Riehen	20
2017	8	2016	2016	0.308588064	Jugendquotient	Jugendquotient	30	Bettingen	17
2017	9	2016	2016	1822.5777778	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	1	Altstadt Grossbasel	1
2017	9	2016	2016	1898.8284133	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	2	Vorstädte	3
2017	9	2016	2016	1918.6879795	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	3	Am Ring	4
2017	9	2016	2016	1940.9206587	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	4	Breite	15
2017	9	2016	2016	1938.5498311	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	5	St. Alban	14
2017	9	2016	2016	1932.2265077	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	6	Gundeldingen	8
2017	9	2016	2016	1948.5173244	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	7	Bruderholz	18
2017	9	2016	2016	1934.1489617	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	8	Bachletten	11
2017	9	2016	2016	1924.6744659	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	9	Gotthelf	5
2017	9	2016	2016	1937.1906401	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	10	Iselin	13
2017	9	2016	2016	1932.93083	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	11	St. Johann	9
2017	9	2016	2016	1880.4929078	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	12	Altstadt Kleinbasel	2
2017	9	2016	2016	1928.3461538	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	13	Clara	7
2017	9	2016	2016	1933.15625	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	14	Wettstein	10
2017	9	2016	2016	1941.7718078	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	15	Hirzbrunnen	16
2017	9	2016	2016	1948.6174497	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	16	Rosental	19
2017	9	2016	2016	1925.1622807	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	17	Matthäus	6
2017	9	2016	2016	1937.0229358	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	18	Klybeck	12
2017	9	2016	2016	1946.4011976	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	19	Kleinhüningen	17
2017	9	2016	2016	1957.2413207	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	20	Riehen	20
2017	9	2016	2016	1961.9710611	Baujahr&nbsp;Wohngebäude	Baujahrwohngebaeude	30	Bettingen	21
2017	10	2016	2016	0.103030303	Anteil Einfamilienhäuser	Anteileinfhaeuser	1	Altstadt Grossbasel	8
2017	10	2016	2016	0.0774907749	Anteil Einfamilienhäuser	Anteileinfhaeuser	2	Vorstädte	6
2017	10	2016	2016	0.199488491	Anteil Einfamilienhäuser	Anteileinfhaeuser	3	Am Ring	12
2017	10	2016	2016	0.1347305389	Anteil Einfamilienhäuser	Anteileinfhaeuser	4	Breite	9
2017	10	2016	2016	0.3403716216	Anteil Einfamilienhäuser	Anteileinfhaeuser	5	St. Alban	15
2017	10	2016	2016	0.0294530154	Anteil Einfamilienhäuser	Anteileinfhaeuser	6	Gundeldingen	2
2017	10	2016	2016	0.7338787295	Anteil Einfamilienhäuser	Anteileinfhaeuser	7	Bruderholz	20
2017	10	2016	2016	0.5607028754	Anteil Einfamilienhäuser	Anteileinfhaeuser	8	Bachletten	17
2017	10	2016	2016	0.3682604273	Anteil Einfamilienhäuser	Anteileinfhaeuser	9	Gotthelf	16
2017	10	2016	2016	0.1665519615	Anteil Einfamilienhäuser	Anteileinfhaeuser	10	Iselin	11
2017	10	2016	2016	0.2476943347	Anteil Einfamilienhäuser	Anteileinfhaeuser	11	St. Johann	13
2017	10	2016	2016	0.1028368794	Anteil Einfamilienhäuser	Anteileinfhaeuser	12	Altstadt Kleinbasel	7
2017	10	2016	2016	0.0230769231	Anteil Einfamilienhäuser	Anteileinfhaeuser	13	Clara	1
2017	10	2016	2016	0.3352272727	Anteil Einfamilienhäuser	Anteileinfhaeuser	14	Wettstein	14
2017	10	2016	2016	0.6965865992	Anteil Einfamilienhäuser	Anteileinfhaeuser	15	Hirzbrunnen	19
2017	10	2016	2016	0.0704697987	Anteil Einfamilienhäuser	Anteileinfhaeuser	16	Rosental	3
2017	10	2016	2016	0.0719298246	Anteil Einfamilienhäuser	Anteileinfhaeuser	17	Matthäus	4
2017	10	2016	2016	0.0733944954	Anteil Einfamilienhäuser	Anteileinfhaeuser	18	Klybeck	5
2017	10	2016	2016	0.1556886228	Anteil Einfamilienhäuser	Anteileinfhaeuser	19	Kleinhüningen	10
2017	10	2016	2016	0.6608400097	Anteil Einfamilienhäuser	Anteileinfhaeuser	20	Riehen	18
2017	10	2016	2016	0.7942122186	Anteil Einfamilienhäuser	Anteileinfhaeuser	30	Bettingen	21
2017	12	2016	2016	90.238128987	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	1	Altstadt Grossbasel	16
2017	12	2016	2016	81.919421488	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	2	Vorstädte	13
2017	12	2016	2016	82.188064516	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	3	Am Ring	14
2017	12	2016	2016	70.018878611	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	4	Breite	6
2017	12	2016	2016	93.656417765	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	5	St. Alban	18
2017	12	2016	2016	70.457689544	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	6	Gundeldingen	7
2017	12	2016	2016	109.31231437	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	7	Bruderholz	20
2017	12	2016	2016	93.102741623	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	8	Bachletten	17
2017	12	2016	2016	75.034021871	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	9	Gotthelf	11
2017	12	2016	2016	68.560730215	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	10	Iselin	4
2017	12	2016	2016	71.778727634	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	11	St. Johann	9
2017	12	2016	2016	72.333116037	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	12	Altstadt Kleinbasel	10
2017	12	2016	2016	67.138123924	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	13	Clara	2
2017	12	2016	2016	83.239791219	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	14	Wettstein	15
2017	12	2016	2016	80.952634948	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	15	Hirzbrunnen	12
2017	12	2016	2016	69.282678311	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	16	Rosental	5
2017	12	2016	2016	67.282379603	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	17	Matthäus	3
2017	12	2016	2016	65.5081529	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	18	Klybeck	1
2017	12	2016	2016	70.636764706	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	19	Kleinhüningen	8
2017	12	2016	2016	102.91804734	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	20	Riehen	19
2017	12	2016	2016	121.34406439	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	30	Bettingen	21
2017	16		2011-2015	0.8330483229	Erwerbstätigenquote	Erwerbstaetigenquote	1	Altstadt Grossbasel	21
2017	16		2011-2015	0.7795234	Erwerbstätigenquote	Erwerbstaetigenquote	2	Vorstädte	17
2017	16		2011-2015	0.799931595	Erwerbstätigenquote	Erwerbstaetigenquote	3	Am Ring	20
2017	16		2011-2015	0.7366764015	Erwerbstätigenquote	Erwerbstaetigenquote	4	Breite	9
2017	16		2011-2015	0.745714483	Erwerbstätigenquote	Erwerbstaetigenquote	5	St. Alban	14
2017	16		2011-2015	0.7515026656	Erwerbstätigenquote	Erwerbstaetigenquote	6	Gundeldingen	15
2017	16		2011-2015	0.741483763	Erwerbstätigenquote	Erwerbstaetigenquote	7	Bruderholz	10
2017	16		2011-2015	0.7890182081	Erwerbstätigenquote	Erwerbstaetigenquote	8	Bachletten	18
2017	16		2011-2015	0.7561847968	Erwerbstätigenquote	Erwerbstaetigenquote	9	Gotthelf	16
2017	16		2011-2015	0.7022997678	Erwerbstätigenquote	Erwerbstaetigenquote	10	Iselin	6
2017	16		2011-2015	0.7007318463	Erwerbstätigenquote	Erwerbstaetigenquote	11	St. Johann	5
2017	16		2011-2015	0.7428789485	Erwerbstätigenquote	Erwerbstaetigenquote	12	Altstadt Kleinbasel	13
2017	16		2011-2015	0.6597514819	Erwerbstätigenquote	Erwerbstaetigenquote	13	Clara	3
2017	16		2011-2015	0.7898662651	Erwerbstätigenquote	Erwerbstaetigenquote	14	Wettstein	19
2017	16		2011-2015	0.7221371046	Erwerbstätigenquote	Erwerbstaetigenquote	15	Hirzbrunnen	8
2017	16		2011-2015	0.7069895936	Erwerbstätigenquote	Erwerbstaetigenquote	16	Rosental	7
2017	16		2011-2015	0.6766771209	Erwerbstätigenquote	Erwerbstaetigenquote	17	Matthäus	4
2017	16		2011-2015	0.6085440815	Erwerbstätigenquote	Erwerbstaetigenquote	18	Klybeck	1
2017	16		2011-2015	0.6320040497	Erwerbstätigenquote	Erwerbstaetigenquote	19	Kleinhüningen	2
2017	16		2011-2015	0.742600131	Erwerbstätigenquote	Erwerbstaetigenquote	20	Riehen	11
2017	16		2011-2015	0.742600131	Erwerbstätigenquote	Erwerbstaetigenquote	30	Bettingen	11
