Jahr	Altersquote	20-64 Jährige	65 und älter
2006	71.22699386503	1630	1161
2006	10.291640811984	11281	1161
2006	46.890145395799	2476	1161
2006	24.876794514677	4667	1161
2006	76.785714285714	1512	1161
2006	37.90401567091	3063	1161
2006	17.432432432432	6660	1161
2006	22.309761721752	5204	1161
2006	9.072438852856	12797	1161
2006	35.417937766931	3278	1161
2006	31.038521603331	7684	2385
2006	57.194244604316	4170	2385
2006	24.095776924631	9898	2385
2006	20.33074759185	11731	2385
2006	42.4	5625	2385
2006	50.820370764969	4693	2385
2006	155.780535597648	1531	2385
2006	68.39690278176	3487	2385
2006	330.790568654646	721	2385
2006	21.523328219474	11081	2385
2006	51.235230934479	4655	2385
2006	146.319018404907	1630	2385
2006	21.141742753302	11281	2385
2006	96.324717285945	2476	2385
2006	51.10349260767	4667	2385
2006	157.738095238095	1512	2385
2006	77.864838393731	3063	2385
2006	35.81081081081	6660	2385
2006	45.830130668716	5204	2385
2006	18.6371805892	12797	2385
2006	72.757779133618	3278	2385
2006	26.522644456012	7684	2038
2006	48.872901678657	4170	2038
2006	20.590018185492	9898	2038
2006	17.372772994629	11731	2038
2006	36.231111111111	5625	2038
2006	43.426379714468	4693	2038
2006	133.115610711952	1531	2038
2006	58.445655291081	3487	2038
2006	282.662968099861	721	2038
2006	18.391841891526	11081	2038
2006	43.780880773361	4655	2038
2006	125.030674846625	1630	2038
2006	18.065774310788	11281	2038
2006	82.310177705977	2476	2038
2006	43.66830940647	4667	2038
2006	134.788359788359	1512	2038
2006	66.536075742735	3063	2038
2006	30.6006006006	6660	2038
2006	39.162182936202	5204	2038
2006	15.925607564272	12797	2038
2006	62.172056131787	3278	2038
2006	33.823529411764	7684	2599
2006	62.326139088729	4170	2599
2006	26.257829864619	9898	2599
2006	22.154974000511	11731	2599
2006	46.204444444444	5625	2599
2006	55.380353718303	4693	2599
2006	169.758327890267	1531	2599
2006	74.53398336679	3487	2599
2006	360.471567267683	721	2599
2006	23.454561862647	11081	2599
2006	55.832438238453	4655	2599
2006	159.447852760736	1630	2599
2006	23.038737700558	11281	2599
2006	104.967689822294	2476	2599
2006	55.688879365759	4667	2599
2006	171.891534391534	1512	2599
2006	84.851452824028	3063	2599
2006	39.024024024024	6660	2599
2006	49.942352036894	5204	2599
2006	20.309447526764	12797	2599
2006	79.286150091519	3278	2599
2006	40.408641332639	7684	3105
2006	74.460431654676	4170	3105
2006	31.369973732067	9898	3105
2006	26.468331770522	11731	3105
2006	55.2	5625	3105
2006	66.162369486469	4693	3105
2006	202.808621815806	1531	3105
2006	89.045024376254	3487	3105
2006	430.651872399445	721	3105
2006	28.020936738561	11081	3105
2006	66.702470461868	4655	3105
2006	190.490797546012	1630	3105
2006	27.524155659959	11281	3105
2006	125.403877221324	2476	3105
2006	66.530962074137	4667	3105
2006	205.357142857142	1512	3105
2006	101.371204701273	3063	3105
2006	46.621621621621	6660	3105
2006	59.665641813989	5204	3105
2006	24.263499257638	12797	3105
2006	94.722391702257	3278	3105
2006	30.361790733992	7684	2333
2006	55.947242206235	4170	2333
2006	23.570418266316	9898	2333
2006	19.887477623391	11731	2333
2006	41.475555555555	5625	2333
2006	49.712337523971	4693	2333
2006	152.384062704114	1531	2333
2006	66.905649555491	3487	2333
2006	323.578363384188	721	2333
2006	21.054056493096	11081	2333
2006	50.118152524167	4655	2333
2006	143.128834355828	1630	2333
2006	20.680790710043	11281	2333
2006	94.224555735056	2476	2333
2006	49.989286479537	4667	2333
2006	154.298941798941	1512	2333
2006	76.167156382631	3063	2333
2006	35.03003003003	6660	2333
2006	44.830899308224	5204	2333
2006	18.230835352035	12797	2333
2006	71.17144600366	3278	2333
2006	35.996876626756	7684	2766
2006	66.330935251798	4170	2766
2006	27.945039401899	9898	2766
2006	23.578552553064	11731	2766
2006	49.173333333333	5625	2766
2006	58.938845088429	4693	2766
2006	180.666231221423	1531	2766
2006	79.323200458847	3487	2766
2006	383.633841886269	721	2766
2006	24.961646060824	11081	2766
2006	59.419978517722	4655	2766
2006	169.693251533742	1630	2766
2006	24.519102916408	11281	2766
2006	111.712439418416	2476	2766
2006	59.267195200342	4667	2766
2006	182.936507936507	1512	2766
2006	90.303623898139	3063	2766
2006	41.531531531531	6660	2766
2006	53.151421983089	5204	2766
2006	21.614440884582	12797	2766
2006	84.380719951189	3278	2766
2006	7.04060385216	7684	541
2006	12.973621103117	4170	541
2006	5.465750656698	9898	541
2006	4.611712556474	11731	541
2006	9.617777777777	5625	541
2006	11.527807372682	4693	541
2006	35.336381450032	1531	541
2006	15.514769142529	3487	541
2006	75.0346740638	721	541
2006	4.882230845591	11081	541
2006	11.621911922663	4655	541
2006	33.190184049079	1630	541
2006	4.795674142363	11281	541
2006	21.849757673667	2476	541
2006	11.592029140775	4667	541
2006	35.780423280423	1512	541
2006	17.662422461638	3063	541
2006	8.123123123123	6660	541
2006	10.395849346656	5204	541
2006	4.227553332812	12797	541
2006	16.503965832824	3278	541
2006	22.878709005726	7684	1758
2006	42.158273381294	4170	1758
2006	17.761163871489	9898	1758
2006	14.985934702923	11731	1758
2006	31.253333333333	5625	1758
2006	37.460046878329	4693	1758
2006	114.826910516002	1531	1758
2006	50.415830226555	3487	1758
2006	243.82801664355	721	1758
2006	15.864994134103	11081	1758
2006	37.765843179377	4655	1758
2006	107.852760736196	1630	1758
2006	15.583724847088	11281	1758
2006	71.001615508885	2476	1758
2006	37.668737947289	4667	1758
2006	116.269841269841	1512	1758
2006	57.39471106758	3063	1758
2006	26.396396396396	6660	1758
2006	33.781706379707	5204	1758
2006	13.737594748769	12797	1758
2006	53.630262355094	3278	1758
2006	12.922956793336	7684	993
2006	23.812949640287	4170	993
2006	10.032329763588	9898	993
2006	8.464751513084	11731	993
2006	17.653333333333	5625	993
2006	21.159173236735	4693	993
2006	64.859568909209	1531	993
2006	28.477201032406	3487	993
2006	137.725381414701	721	993
2006	8.961285082573	11081	993
2006	21.331901181525	4655	993
2006	60.920245398773	1630	993
2006	8.802411133764	11281	993
2006	40.105008077544	2476	993
2006	21.277051639168	4667	993
2006	65.674603174603	1512	993
2006	32.419196865817	3063	993
2006	14.909909909909	6660	993
2006	19.081475787855	5204	993
2006	7.759631163553	12797	993
2006	30.292861500915	3278	993
2006	5.713170223841	7684	439
2006	10.527577937649	4170	439
2006	4.435239442311	9898	439
2006	3.742221464495	11731	439
2006	7.804444444444	5625	439
2006	9.354357553803	4693	439
2006	28.674069235793	1531	439
2006	12.589618583309	3487	439
2006	60.887656033287	721	439
2006	3.961736305387	11081	439
2006	9.430719656283	4655	439
2006	26.932515337423	1630	439
2006	3.891498980586	11281	439
2006	17.730210016155	2476	439
2006	9.406470966359	4667	439
2006	29.034391534391	1512	439
2006	14.332353901403	3063	439
2006	6.591591591591	6660	439
2006	8.435818601076	5204	439
2006	3.43049152145	12797	439
2006	13.3923123856	3278	439
2006	10.411244143675	7684	800
2006	19.184652278177	4170	800
2006	8.08244089715	9898	800
2006	6.819537976302	11731	800
2006	14.222222222222	5625	800
2006	17.046665246111	4693	800
2006	52.253429131286	1531	800
2006	22.942357327215	3487	800
2006	110.957004160887	721	800
2006	7.219565021207	11081	800
2006	17.185821697099	4655	800
2006	49.079754601226	1630	800
2006	7.091569896285	11281	800
2006	32.310177705977	2476	800
2006	17.141632740518	4667	800
2006	52.910052910052	1512	800
2006	26.118184786157	3063	800
2006	12.012012012012	6660	800
2006	15.372790161414	5204	800
2006	6.251465187153	12797	800
2006	24.405125076266	3278	800
2006	30.713170223841	7684	2360
2006	56.594724220623	4170	2360
2006	23.843200646595	9898	2360
2006	20.117637030091	11731	2360
2006	41.955555555555	5625	2360
2006	50.287662476028	4693	2360
2006	154.147615937295	1531	2360
2006	67.679954115285	3487	2360
2006	327.323162274618	721	2360
2006	21.297716812562	11081	2360
2006	50.698174006444	4655	2360
2006	144.785276073619	1630	2360
2006	20.920131194043	11281	2360
2006	95.315024232633	2476	2360
2006	50.567816584529	4667	2360
2006	156.084656084656	1512	2360
2006	77.048645119164	3063	2360
2006	35.435435435435	6660	2360
2006	45.349730976172	5204	2360
2006	18.441822302102	12797	2360
2006	71.995118974984	3278	2360
2006	6.40291514836	7684	492
2006	11.798561151079	4170	492
2006	4.970701151747	9898	492
2006	4.194015855425	11731	492
2006	8.746666666666	5625	492
2006	10.483699126358	4693	492
2006	32.135858915741	1531	492
2006	14.109549756237	3487	492
2006	68.238557558945	721	492
2006	4.440032488042	11081	492
2006	10.569280343716	4655	492
2006	30.184049079754	1630	492
2006	4.361315486215	11281	492
2006	19.870759289176	2476	492
2006	10.542104135418	4667	492
2006	32.539682539682	1512	492
2006	16.062683643486	3063	492
2006	7.387387387387	6660	492
2006	9.454265949269	5204	492
2006	3.844651090099	12797	492
2006	15.009151921903	3278	492
2006	13.990109318063	7684	1075
2006	25.7793764988	4170	1075
2006	10.860779955546	9898	1075
2006	9.163754155655	11731	1075
2006	19.111111111111	5625	1075
2006	22.906456424461	4693	1075
2006	70.215545395166	1531	1075
2006	30.828792658445	3487	1075
2006	149.098474341192	721	1075
2006	9.701290497247	11081	1075
2006	23.093447905477	4655	1075
2006	65.950920245398	1630	1075
2006	9.529297048134	11281	1075
2006	43.416801292407	2476	1075
2006	23.034068995071	4667	1075
2006	71.097883597883	1512	1075
2006	35.096310806398	3063	1075
2006	16.141141141141	6660	1075
2006	20.6571867794	5204	1075
2006	8.400406345237	12797	1075
2006	32.794386821232	3278	1075
2006	67.972410203019	7684	5223
2006	125.251798561151	4170	5223
2006	52.768236007274	9898	5223
2006	44.523058562782	11731	5223
2006	92.853333333333	5625	5223
2006	111.293415725548	4693	5223
2006	341.149575440888	1531	5223
2006	149.784915400057	3487	5223
2006	724.410540915395	721	5223
2006	47.134735132208	11081	5223
2006	112.20193340494	4655	5223
2006	320.42944785276	1630	5223
2006	46.299086960375	11281	5223
2006	210.945072697899	2476	5223
2006	111.91343475466	4667	5223
2006	345.436507936507	1512	5223
2006	170.519098922624	3063	5223
2006	78.423423423423	6660	5223
2006	100.365103766333	5204	5223
2006	40.814253340626	12797	5223
2006	159.334960341671	3278	5223
2006	3.188443519	7684	245
2006	5.875299760191	4170	245
2006	2.475247524752	9898	245
2006	2.088483505242	11731	245
2006	4.355555555555	5625	245
2006	5.220541231621	4693	245
2006	16.002612671456	1531	245
2006	7.026096931459	3487	245
2006	33.980582524271	721	245
2006	2.210991787744	11081	245
2006	5.263157894736	4655	245
2006	15.030674846625	1630	245
2006	2.171793280737	11281	245
2006	9.894991922455	2476	245
2006	5.249625026783	4667	245
2006	16.203703703703	1512	245
2006	7.99869409076	3063	245
2006	3.678678678678	6660	245
2006	4.707916986933	5204	245
2006	1.914511213565	12797	245
2006	7.474069554606	3278	245
2007	3.783539342779	6634	251
2007	4.800152992924	5229	251
2007	4.437765205091	5656	251
2007	1.944681180754	12907	251
2007	16.534914361001	1518	251
2007	3.218774044626	7798	251
2007	5.495949200788	4567	251
2007	2.237674957653	11217	251
2007	15.609452736318	1608	251
2007	16.644562334217	1508	251
2007	9.808518952715	2559	251
2007	7.183743560389	3494	251
2007	35.90844062947	699	251
2007	7.497013142174	3348	251
2007	5.41765594647	4633	251
2007	2.505740241589	10017	251
2007	8.314011262007	3019	251
2007	5.280875236692	4753	251
2007	5.983313468414	4195	251
2007	2.237674957653	11217	251
2007	2.148053059477	11685	251
2007	26.424479951763	6634	1753
2007	33.524574488429	5229	1753
2007	30.993635077793	5656	1753
2007	13.58177733013	12907	1753
2007	115.480895915678	1518	1753
2007	22.480123108489	7798	1753
2007	38.384059557696	4567	1753
2007	15.628064544887	11217	1753
2007	109.017412935323	1608	1753
2007	116.246684350132	1508	1753
2007	68.503321610003	2559	1753
2007	50.171722953634	3494	1753
2007	250.786838340486	699	1753
2007	52.359617682198	3348	1753
2007	37.837254478739	4633	1753
2007	17.500249575721	10017	1753
2007	58.065584630672	3019	1753
2007	36.881969282558	4753	1753
2007	41.787842669845	4195	1753
2007	15.628064544887	11217	1753
2007	15.002139495079	11685	1753
2007	6.918902622851	6634	459
2007	8.777969018932	5229	459
2007	8.115275813295	5656	459
2007	3.55620980863	12907	459
2007	30.237154150197	1518	459
2007	5.886124647345	7798	459
2007	10.050361287497	4567	459
2007	4.092003209414	11217	459
2007	28.544776119402	1608	459
2007	30.437665782493	1508	459
2007	17.936694021101	2559	459
2007	13.136805953062	3494	459
2007	65.665236051502	699	459
2007	13.709677419354	3348	459
2007	9.90718756745	4633	459
2007	4.582210242587	10017	459
2007	15.203709837694	3019	459
2007	9.657058699768	4753	459
2007	10.941597139451	4195	459
2007	4.092003209414	11217	459
2007	3.92811296534	11685	459
2007	79.861320470304	6634	5298
2007	101.319563970166	5229	5298
2007	93.670438472418	5656	5298
2007	41.047493608119	12907	5298
2007	349.011857707509	1518	5298
2007	67.940497563477	7798	5298
2007	116.006130939347	4567	5298
2007	47.231880181866	11217	5298
2007	329.477611940298	1608	5298
2007	351.326259946949	1508	5298
2007	207.033997655334	2559	5298
2007	151.63136805953	3494	5298
2007	757.93991416309	699	5298
2007	158.243727598566	3348	5298
2007	114.353550615152	4633	5298
2007	52.890086852351	10017	5298
2007	175.488572374958	3019	5298
2007	111.466442247001	4753	5298
2007	126.293206197854	4195	5298
2007	47.231880181866	11217	5298
2007	45.340179717586	11685	5298
2007	35.574314139282	6634	2360
2007	45.132912602792	5229	2360
2007	41.725601131541	5656	2360
2007	18.284651739366	12907	2360
2007	155.467720685111	1518	2360
2007	30.264170300076	7798	2360
2007	51.675060214582	4567	2360
2007	21.039493625746	11217	2360
2007	146.766169154228	1608	2360
2007	156.498673740053	1508	2360
2007	92.22352481438	2559	2360
2007	67.544361763022	3494	2360
2007	337.625178826895	699	2360
2007	70.489844683393	3348	2360
2007	50.93891646881	4633	2360
2007	23.559948088249	10017	2360
2007	78.171579993375	3019	2360
2007	49.652850831054	4753	2360
2007	56.257449344457	4195	2360
2007	21.039493625746	11217	2360
2007	20.196833547282	11685	2360
2007	47.166113958396	6634	3129
2007	59.839357429718	5229	3129
2007	55.321782178217	5656	3129
2007	24.242659022235	12907	3129
2007	206.126482213438	1518	3129
2007	40.125673249551	7798	3129
2007	68.513247208232	4567	3129
2007	27.895159133458	11217	3129
2007	194.589552238805	1608	3129
2007	207.493368700265	1508	3129
2007	122.274325908558	2559	3129
2007	89.553520320549	3494	3129
2007	447.63948497854	699	3129
2007	93.458781362007	3348	3129
2007	67.537232894452	4633	3129
2007	31.236897274633	10017	3129
2007	103.643590592911	3019	3129
2007	65.832106038291	4753	3129
2007	74.588796185935	4195	3129
2007	27.895159133458	11217	3129
2007	26.777920410783	11685	3129
2007	7.958999095568	6634	528
2007	10.097532989099	5229	528
2007	9.335219236209	5656	528
2007	4.090803439993	12907	528
2007	34.782608695652	1518	528
2007	6.770966914593	7798	528
2007	11.561199912415	4567	528
2007	4.707140946777	11217	528
2007	32.835820895522	1608	528
2007	35.013262599469	1508	528
2007	20.63305978898	2559	528
2007	15.111619919862	3494	528
2007	75.536480686695	699	528
2007	15.770609318996	3348	528
2007	11.396503345564	4633	528
2007	5.271039233303	10017	528
2007	17.489234845975	3019	528
2007	11.108773406269	4753	528
2007	12.586412395709	4195	528
2007	4.707140946777	11217	528
2007	4.518613607188	11685	528
2007	14.953271028037	6634	992
2007	18.97112258558	5229	992
2007	17.538896746817	5656	992
2007	7.685751917564	12907	992
2007	65.349143610013	1518	992
2007	12.721210566812	7798	992
2007	21.721042259689	4567	992
2007	8.843719354551	11217	992
2007	61.691542288557	1608	992
2007	65.7824933687	1508	992
2007	38.765142633841	2559	992
2007	28.391528334287	3494	992
2007	141.917024320457	699	992
2007	29.629629629629	3348	992
2007	21.411612346211	4633	992
2007	9.903164620145	10017	992
2007	32.858562437893	3019	992
2007	20.8710288239	4753	992
2007	23.647199046483	4195	992
2007	8.843719354551	11217	992
2007	8.489516474112	11685	992
2007	12.179680434127	6634	808
2007	15.452285331803	5229	808
2007	14.285714285714	5656	808
2007	6.260168900596	12907	808
2007	53.227931488801	1518	808
2007	10.361631187483	7798	808
2007	17.692139259908	4567	808
2007	7.203352054916	11217	808
2007	50.248756218905	1608	808
2007	53.580901856763	1508	808
2007	31.574833919499	2559	808
2007	23.125357756153	3494	808
2007	115.593705293276	699	808
2007	24.133811230585	3348	808
2007	17.440103604575	4633	808
2007	8.06628731157	10017	808
2007	26.763829082477	3019	808
2007	16.999789606564	4753	808
2007	19.261025029797	4195	808
2007	7.203352054916	11217	808
2007	6.914848095849	11685	808
2007	16.475731082303	6634	1093
2007	20.902658252055	5229	1093
2007	19.324611032531	5656	1093
2007	8.468273030138	12907	1093
2007	72.002635046113	1518	1093
2007	14.016414465247	7798	1093
2007	23.932559667177	4567	1093
2007	9.744138361415	11217	1093
2007	67.97263681592	1608	1093
2007	72.480106100795	1508	1093
2007	42.711996873778	2559	1093
2007	31.282198053806	3494	1093
2007	156.366237482117	699	1093
2007	32.646356033452	3348	1093
2007	23.591625296783	4633	1093
2007	10.911450534092	10017	1093
2007	36.204041073203	3019	1093
2007	22.996002524721	4753	1093
2007	26.054827175208	4195	1093
2007	9.744138361415	11217	1093
2007	9.353872486093	11685	1093
2007	41.90533614712	6634	2780
2007	53.165041116848	5229	2780
2007	49.151343705799	5656	2780
2007	21.53869993027	12907	2780
2007	183.135704874835	1518	2780
2007	35.650166709412	7798	2780
2007	60.871469235822	4567	2780
2007	24.783810287955	11217	2780
2007	172.885572139303	1608	2780
2007	184.350132625994	1508	2780
2007	108.63618601016	2559	2780
2007	79.564968517458	3494	2780
2007	397.711015736766	699	2780
2007	83.034647550776	3348	2780
2007	60.004316857327	4633	2780
2007	27.75282020565	10017	2780
2007	92.083471348128	3019	2780
2007	58.489375131495	4753	2780
2007	66.269368295589	4195	2780
2007	24.783810287955	11217	2780
2007	23.791185280273	11685	2780
2007	7.401266204401	6634	491
2007	9.389940715241	5229	491
2007	8.681046676096	5656	491
2007	3.804137289842	12907	491
2007	32.345191040843	1518	491
2007	6.296486278532	7798	491
2007	10.751040070067	4567	491
2007	4.377284478915	11217	491
2007	30.534825870646	1608	491
2007	32.559681697612	1508	491
2007	19.187182493161	2559	491
2007	14.052661705781	3494	491
2007	70.243204577968	699	491
2007	14.665471923536	3348	491
2007	10.597884739909	4633	491
2007	4.901667165818	10017	491
2007	16.263663464723	3019	491
2007	10.330317694087	4753	491
2007	11.704410011918	4195	491
2007	4.377284478915	11217	491
2007	4.201968335472	11685	491
2007	47.196261682242	6634	3131
2007	59.877605660738	5229	3131
2007	55.357142857142	5656	3131
2007	24.258154489811	12907	3131
2007	206.258234519104	1518	3131
2007	40.1513208515	7798	3131
2007	68.557039632143	4567	3131
2007	27.912989212801	11217	3131
2007	194.713930348258	1608	3131
2007	207.62599469496	1508	3131
2007	122.352481438061	2559	3131
2007	89.610761305094	3494	3131
2007	447.925608011444	699	3131
2007	93.518518518518	3348	3131
2007	67.580401467731	4633	3131
2007	31.256863332335	10017	3131
2007	103.7098376946	3019	3131
2007	65.874184725436	4753	3131
2007	74.636471990464	4195	3131
2007	27.912989212801	11217	3131
2007	26.795036371416	11685	3131
2007	22.218872475128	6634	1474
2007	28.188946261235	5229	1474
2007	26.060820367751	5656	1474
2007	11.420159603316	12907	1474
2007	97.101449275362	1518	1474
2007	18.902282636573	7798	1474
2007	32.275016422158	4567	1474
2007	13.140768476419	11217	1474
2007	91.666666666666	1608	1474
2007	97.745358090185	1508	1474
2007	57.600625244236	2559	1474
2007	42.186605609616	3494	1474
2007	210.872675250357	699	1474
2007	44.026284348864	3348	1474
2007	31.815238506367	4633	1474
2007	14.714984526305	10017	1474
2007	48.824113945014	3019	1474
2007	31.011992425836	4753	1474
2007	35.137067938021	4195	1474
2007	13.140768476419	11217	1474
2007	12.614462986735	11685	1474
2007	5.728067530901	6634	380
2007	7.267163893669	5229	380
2007	6.718528995756	5656	380
2007	2.944138839389	12907	380
2007	25.032938076416	1518	380
2007	4.873044370351	7798	380
2007	8.320560543026	4567	380
2007	3.387715075332	11217	380
2007	23.631840796019	1608	380
2007	25.198938992042	1508	380
2007	14.849550605705	2559	380
2007	10.875787063537	3494	380
2007	54.363376251788	699	380
2007	11.350059737156	3348	380
2007	8.202028922944	4633	380
2007	3.793550963362	10017	380
2007	12.586949320967	3019	380
2007	7.994950557542	4753	380
2007	9.058402860548	4195	380
2007	3.387715075332	11217	380
2007	3.252032520325	11685	380
2007	34.6849562858	6634	2301
2007	44.004589787722	5229	2301
2007	40.682461103253	5656	2301
2007	17.827535445882	12907	2301
2007	151.581027667984	1518	2301
2007	29.507566042575	7798	2301
2007	50.383183709218	4567	2301
2007	20.513506285102	11217	2301
2007	143.097014925373	1608	2301
2007	152.586206896551	1508	2301
2007	89.917936694021	2559	2301
2007	65.855752718946	3494	2301
2007	329.184549356223	699	2301
2007	68.727598566308	3348	2301
2007	49.66544355709	4633	2301
2007	22.970949386043	10017	2301
2007	76.21729049354	3019	2301
2007	48.411529560277	4753	2301
2007	54.851013110846	4195	2301
2007	20.513506285102	11217	2301
2007	19.6919127086	11685	2301
2007	18.239372927343	6634	1210
2007	23.140179766685	5229	1210
2007	21.393210749646	5656	1210
2007	9.374757883319	12907	1210
2007	79.710144927536	1518	1210
2007	15.516799179276	7798	1210
2007	26.494416465951	4567	1210
2007	10.787198003031	11217	1210
2007	75.248756218905	1608	1210
2007	80.23872679045	1508	1210
2007	47.284095349745	2559	1210
2007	34.630795649685	3494	1210
2007	173.10443490701	699	1210
2007	36.140979689366	3348	1210
2007	26.116986833585	4633	1210
2007	12.079464909653	10017	1210
2007	40.079496522027	3019	1210
2007	25.457605722701	4753	1210
2007	28.843861740166	4195	1210
2007	10.787198003031	11217	1210
2007	10.35515618314	11685	1210
2007	47.075670786855	6634	3123
2007	59.72461273666	5229	3123
2007	55.215700141442	5656	3123
2007	24.196172619508	12907	3123
2007	205.731225296442	1518	3123
2007	40.048730443703	7798	3123
2007	68.3818699365	4567	3123
2007	27.841668895426	11217	3123
2007	194.216417910447	1608	3123
2007	207.09549071618	1508	3123
2007	122.039859320046	2559	3123
2007	89.381797366914	3494	3123
2007	446.781115879828	699	3123
2007	93.279569892473	3348	3123
2007	67.407727174616	4633	3123
2007	31.176999101527	10017	3123
2007	103.444849287843	3019	3123
2007	65.705869976856	4753	3123
2007	74.445768772348	4195	3123
2007	27.841668895426	11217	3123
2007	26.726572528883	11685	3123
2007	39.644256858607	6634	2630
2007	50.296423790399	5229	2630
2007	46.499292786421	5656	2630
2007	20.37653986209	12907	2630
2007	173.254281949934	1518	2630
2007	33.726596563221	7798	2630
2007	57.587037442522	4567	2630
2007	23.446554337166	11217	2630
2007	163.557213930348	1608	2630
2007	174.403183023872	1508	2630
2007	102.774521297381	2559	2630
2007	75.271894676588	3494	2630
2007	376.251788268955	699	2630
2007	78.554360812425	3348	2630
2007	56.766673861428	4633	2630
2007	26.255365878007	10017	2630
2007	87.11493872143	3019	2630
2007	55.333473595623	4753	2630
2007	62.693682955899	4195	2630
2007	23.446554337166	11217	2630
2007	22.507488232777	11685	2630
2007	582.393729273439	6634	38636
2007	738.879326831134	5229	38636
2007	683.097595473833	5656	38636
2007	299.341442628031	12907	38636
2007	2545.191040843214	1518	38636
2007	495.460374454988	7798	38636
2007	845.982045106196	4567	38636
2007	344.441472764553	11217	38636
2007	2402.73631840796	1608	38636
2007	2562.068965517241	1508	38636
2007	1509.808518952715	2559	38636
2007	1105.781339439038	3494	38636
2007	5527.324749642346	699	38636
2007	1154.00238948626	3348	38636
2007	833.930498597021	4633	38636
2007	385.704302685434	10017	38636
2007	1279.761510433918	3019	38636
2007	812.876078266358	4753	38636
2007	921.001191895113	4195	38636
2007	344.441472764553	11217	38636
2007	330.646127513906	11685	38636
2007	36.40337654507	6634	2415
2007	46.184738955823	5229	2415
2007	42.69801980198	5656	2415
2007	18.710777097698	12907	2415
2007	159.090909090909	1518	2415
2007	30.96947935368	7798	2415
2007	52.879351872126	4567	2415
2007	21.529820807702	11217	2415
2007	150.186567164179	1608	2415
2007	160.145888594164	1508	2415
